FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
737.40000,-0.52483,-0.26511,-0.23681,0.88805,0.75946,1.50493,0.55870,1.22962,0.28555,0.72615,-0.19607,0.68724,0.74815,1.16228,0.59634,1.15445,1.32270,1.33343,-0.23828,1.28070,0.74574
737.40400,-0.42828,-0.02211,-0.23681,1.23842,0.64758,1.59128,0.52431,1.22962,0.30869,0.74800,0.03008,0.63958,0.74815,1.19679,0.56125,1.17943,1.35723,1.41910,-0.12481,1.44515,0.74574
737.40800,-0.47655,-0.08286,-0.63549,0.94645,0.31193,1.50493,0.38673,1.17431,0.37811,0.81353,0.03008,0.83021,0.74815,1.23129,0.56125,1.20441,1.46084,1.47622,-0.35174,1.11626,0.80630
737.41200,-0.38001,-0.02211,-0.43615,1.06324,0.31193,1.54810,0.35234,1.17431,0.44753,0.87907,0.19968,0.78255,0.96915,1.26580,0.63142,1.25436,1.63351,1.61901,-0.23828,1.19848,0.83658
737.41600,-0.18691,0.28163,0.06219,1.35520,0.53569,1.72081,0.48992,1.28493,0.54010,0.98830,0.59543,1.16382,1.19014,1.40382,0.77177,1.37925,1.84072,1.79035,0.21558,1.44515,0.77602
737.42000,-0.09037,0.46387,0.46087,1.53039,0.75946,1.80716,0.62749,1.36789,0.70208,1.11937,0.53890,1.44978,1.48481,1.54184,0.91212,1.52912,2.01340,2.01882,0.32905,1.44515,0.77602
737.42400,-0.18691,0.40313,-0.13714,1.35520,0.53569,1.67763,0.59310,1.36789,0.88720,1.25045,-0.02646,1.35446,1.41114,1.61085,0.98229,1.60405,2.22061,2.10449,-0.12481,1.11626,0.86686
737.42800,-0.18691,0.40313,-0.23681,1.12163,0.53569,1.63445,0.59310,1.39555,1.00290,1.35967,0.48236,1.54509,1.48481,1.67986,1.08755,1.70396,2.28968,2.19017,-0.23828,1.03403,0.89714
737.43200,0.00618,0.64612,0.66020,1.06324,0.87134,1.85033,0.76507,1.50616,1.09546,1.42521,0.87811,1.83104,1.77947,1.85239,1.22790,1.82884,2.42782,2.36151,0.21558,1.36292,0.86686
737.43600,0.05445,0.70687,0.66020,1.64717,0.98322,1.97986,0.86826,1.61678,1.18803,1.44706,0.76504,1.78339,1.85314,1.92140,1.33316,1.90378,2.53143,2.44719,0.44251,1.44515,0.89714
737.44000,-0.18691,0.52462,0.16186,1.88075,0.87134,1.85033,0.86826,1.61678,1.28059,1.46890,0.82157,1.73573,1.85314,1.85239,1.36825,1.87880,2.46236,2.36151,0.10212,1.19848,1.01826
737.44400,-0.28346,0.40313,-0.23681,1.41360,0.64758,1.80716,0.79947,1.58913,1.32687,1.44706,0.59543,1.73573,1.77947,1.78338,1.40333,1.80387,2.39329,2.16161,-0.12481,1.11626,1.07882
737.44800,-0.23519,0.46387,-0.03748,1.64717,0.87134,1.85033,0.90265,1.61678,1.35001,1.42521,0.70850,1.49743,1.70581,1.74887,1.40333,1.80387,2.32422,2.19017,0.21558,1.36292,1.01826
737.45200,-0.18691,0.52462,0.16186,1.70557,0.98322,1.89351,0.97144,1.61678,1.35001,1.40336,0.76504,1.49743,1.70581,1.74887,1.33316,1.77889,2.28968,2.30440,0.32905,1.60959,1.01826
737.45600,-0.33173,0.34238,-0.13714,1.41360,0.87134,1.72081,0.93704,1.56147,1.39629,1.40336,0.53890,1.44978,1.48481,1.61085,1.33316,1.70396,2.18608,2.13305,-0.12481,1.44515,1.10910
737.46000,-0.62137,0.09938,-0.63549,1.12163,0.53569,1.46175,0.86826,1.42320,1.41943,1.40336,0.08661,1.06851,1.04281,1.36931,1.26298,1.60405,1.97886,1.99026,-0.46521,1.11626,1.16966
737.46400,-0.62137,-0.02211,-0.43615,1.12163,0.75946,1.41858,0.93704,1.42320,1.37315,1.35967,-0.25260,1.02085,0.89548,1.30030,1.22790,1.60405,1.90979,1.90459,-0.35174,1.19848,1.13938
737.46800,-0.62137,0.03864,0.06219,1.12163,0.98322,1.46175,1.07462,1.42320,1.37315,1.35967,-0.36567,1.02085,0.74815,1.23129,1.22790,1.60405,1.73712,1.87603,-0.23828,1.44515,1.10910
737.47200,-0.81447,-0.20436,-0.53582,0.82966,0.87134,1.28905,1.04023,1.34024,1.39629,1.40336,-0.59181,0.87787,0.60082,1.12777,1.19281,1.55409,1.56444,1.79035,-0.57867,1.28070,1.16966
737.47600,-1.05583,-0.50810,-1.33316,0.36251,0.75946,1.07317,0.93704,1.17431,1.39629,1.35967,-0.70489,0.44894,0.37982,0.92074,1.12264,1.42921,1.42630,1.53333,-1.14600,0.95181,1.19994
737.48000,-1.10411,-0.56885,-0.73515,0.07054,0.87134,1.07317,1.00583,1.14666,1.37315,1.29414,-0.64835,0.40129,0.45349,0.88624,1.15772,1.37925,1.28816,1.36199,-1.14600,1.03403,1.16966
737.48400,-1.00756,-0.44735,-0.13714,0.77127,1.20699,1.20270,1.17781,1.22962,1.39629,1.29414,-0.47874,0.63958,0.67448,0.98975,1.29807,1.42921,1.32270,1.39054,-0.80560,1.36292,1.13938
737.48800,-1.10411,-0.50810,-0.63549,0.94645,1.20699,1.15952,1.28099,1.28493,1.53513,1.42521,-0.42221,0.73490,0.89548,1.09327,1.47351,1.47916,1.42630,1.47622,-0.91907,1.19848,1.19994
737.49200,-1.20065,-0.62960,-1.03416,0.42090,1.20699,1.07317,1.31538,1.31258,1.65083,1.51259,-0.42221,0.73490,1.19014,1.16228,1.64894,1.52912,1.46084,1.44766,-1.25946,0.86959,1.29079
