FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
731.80000,-1.02281,-0.31447,0.00106,1.10239,0.95550,1.74393,1.49843,1.51703,1.48226,1.48023,0.48911,1.65721,0.97741,1.80638,1.32688,1.66902,1.12367,1.48099,-0.62498,1.62607,1.37492
731.80400,-1.15434,-0.38473,-0.26508,0.86064,0.95550,1.64176,1.46965,1.49150,1.50401,1.48023,0.45374,1.36994,1.00709,1.80638,1.32688,1.62332,1.10167,1.43726,-0.93894,1.45327,1.42777
731.80800,-1.35164,-0.66575,-0.53123,0.45772,0.83513,1.48852,1.38331,1.41491,1.50401,1.48023,0.38300,1.31248,0.94773,1.70273,1.30108,1.57762,1.07968,1.32792,-1.25289,1.19406,1.45420
731.81200,-1.22011,-0.52524,-0.26508,0.05480,0.89532,1.59068,1.41209,1.49150,1.46050,1.48023,0.45374,1.36994,0.94773,1.77183,1.30108,1.64617,1.05768,1.37166,-0.93894,1.36687,1.42777
731.81600,-1.08857,-0.45498,0.00106,0.78005,1.01569,1.74393,1.46965,1.54256,1.46050,1.50070,0.55986,1.59976,1.03677,1.87547,1.32688,1.69187,1.12367,1.43726,-0.72963,1.53967,1.40135
731.82000,-1.22011,-0.45498,-0.26508,1.34414,0.95550,1.64176,1.44087,1.49150,1.50401,1.52117,0.52449,1.59976,1.06645,1.80638,1.32688,1.69187,1.10167,1.43726,-0.93894,1.28047,1.40135
731.82400,-1.41741,-0.66575,-0.53123,0.53830,0.89532,1.48852,1.38331,1.46597,1.52576,1.52117,0.45374,1.36994,1.06645,1.77183,1.35268,1.64617,1.07968,1.34979,-1.35755,1.02126,1.45420
731.82800,-1.28587,-0.66575,-0.33162,0.78005,1.01569,1.53960,1.41209,1.49150,1.50401,1.52117,0.45374,1.42739,1.09613,1.80638,1.40428,1.64617,1.07968,1.32792,-1.14824,1.10766,1.42777
731.83200,-1.08857,-0.52524,0.06760,1.10239,1.07588,1.74393,1.46965,1.54256,1.46050,1.48023,0.38300,1.59976,1.09613,1.87547,1.37848,1.69187,1.05768,1.37166,-0.72963,1.36687,1.37492
731.83600,-1.15434,-0.52524,-0.13201,0.94122,1.01569,1.69284,1.46965,1.54256,1.48226,1.50070,0.24152,1.71466,1.06645,1.84093,1.32688,1.66902,1.05768,1.32792,-0.93894,1.28047,1.40135
731.84000,-1.35164,-0.73601,-0.46469,0.53830,0.95550,1.48852,1.41209,1.49150,1.52576,1.50070,0.24152,1.54230,1.03677,1.70273,1.32688,1.60047,1.01369,1.28419,-1.25289,1.02126,1.45420
731.84400,-1.35164,-0.73601,-0.13201,0.53830,0.89532,1.48852,1.38331,1.49150,1.46050,1.48023,0.38300,1.08267,1.00709,1.63363,1.30108,1.57762,0.99169,1.19672,-1.14824,1.10766,1.42777
731.84800,-1.22011,-0.52524,0.00106,1.02180,0.95550,1.64176,1.46965,1.56809,1.43875,1.43929,0.45374,1.02521,1.00709,1.63363,1.30108,1.60047,0.99169,1.19672,-0.83429,1.36687,1.40135
731.85200,-1.08857,-0.52524,-0.06547,0.94122,0.95550,1.69284,1.46965,1.59362,1.46050,1.45976,0.41837,1.25503,0.94773,1.63363,1.30108,1.60047,0.96970,1.24046,-0.72963,1.45327,1.42777
