FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
738.80000,-1.59933,-0.68555,-1.78408,1.29248,0.42885,1.89169,1.28413,1.60095,0.66041,0.92718,-1.15844,0.61933,-0.11028,1.09519,0.56351,0.99253,0.05377,0.53661,0.02880,1.61851,1.08379
738.80400,-1.52710,-0.68555,-1.64338,1.36475,0.42885,2.08413,1.28413,1.65655,0.68193,1.00829,-0.97339,0.97784,-0.11028,1.30162,0.53061,1.15129,0.13316,0.58209,0.02880,1.61851,1.05386
738.80800,-1.74377,-0.80925,-2.20618,1.22021,0.20526,1.93980,1.10386,1.54534,0.70344,1.00829,-1.65192,0.88821,-0.21296,1.37043,0.46481,1.12861,0.18609,0.58209,-0.40317,1.31762,1.05386
738.81200,-1.88822,-0.93295,-2.34689,0.93113,0.09346,1.79547,0.99569,1.43412,0.68193,0.98801,-1.59023,0.70895,-0.26430,1.26722,0.43191,1.06057,0.15962,0.51386,-0.54716,1.16717,0.99401
738.81600,-1.81600,-0.80925,-1.50268,1.29248,0.31706,1.89169,1.10386,1.48973,0.66041,0.96773,-1.09675,0.79858,-0.16162,1.33603,0.46481,1.12861,0.21255,0.55935,-0.11519,1.39284,0.87431
738.82000,-1.52710,-0.68555,-1.22128,1.36475,0.54065,1.98791,1.13991,1.46193,0.68193,0.96773,-0.91170,1.02265,-0.00760,1.43925,0.56351,1.15129,0.29194,0.58209,-0.11519,1.46807,0.87431
738.82400,-1.67155,-0.74740,-2.06548,1.07567,0.31706,1.79547,0.99569,1.37851,0.68193,0.94745,-1.09675,1.02265,-0.11028,1.40484,0.49771,1.08325,0.26548,0.55935,-0.54716,1.16717,0.87431
738.82800,-1.67155,-0.68555,-2.20618,0.56978,0.09346,1.74736,0.85147,1.29510,0.61738,0.88662,-1.09675,1.02265,-0.16162,1.43925,0.43191,1.03789,0.29194,0.51386,-0.69115,1.01672,0.87431
738.83200,-1.31043,-0.50000,-1.64338,0.71432,0.31706,1.84358,0.81542,1.29510,0.55284,0.82579,-0.91170,1.24672,-0.05894,1.54246,0.39901,1.03789,0.34487,0.60483,-0.25918,1.24240,0.81446
738.83600,-1.16598,-0.37630,-1.36198,1.72610,0.42885,1.79547,0.85147,1.29510,0.50981,0.78523,-0.78833,1.51560,0.04374,1.61127,0.43191,1.06057,0.39779,0.69579,0.02880,1.31762,0.75460
738.84000,-1.31043,-0.37630,-1.64338,1.36475,0.20526,1.69925,0.74331,1.15608,0.46678,0.72440,-0.85002,1.29153,-0.05894,1.61127,0.36611,0.99253,0.37133,0.58209,-0.54716,1.09195,0.78453
