FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
729.80000,3.48971,4.22607,2.75374,3.04917,1.06975,1.62973,0.65930,1.03810,0.55928,0.91589,2.07951,4.09532,1.09010,2.52222,0.46132,1.30527,1.14122,1.40133,2.09816,0.52640,0.57106
729.80400,3.08223,3.56421,2.20230,2.41001,0.54499,1.01395,0.27440,0.60003,0.20009,0.62433,1.68730,3.61334,0.80792,2.15569,0.07229,1.01387,0.92765,1.24998,1.59297,-0.00229,0.34146
729.80800,2.67474,2.97588,1.46703,1.86215,-0.05472,0.58290,-0.21547,0.13067,-0.20699,0.28792,1.44216,3.07781,0.52574,1.82988,-0.34915,0.77545,0.74077,1.07340,1.49193,-0.35475,-0.01935
729.81200,2.60683,2.68172,1.55894,1.95346,-0.35458,0.52132,-0.53039,-0.11966,-0.54223,-0.00363,1.24606,2.75649,0.28387,1.62625,-0.70576,0.61650,0.60729,0.99772,1.89609,-0.09041,-0.34736
729.81600,2.40308,2.24048,1.37512,1.40561,-0.72941,0.52132,-0.84531,-0.33869,-0.75775,-0.13820,0.75579,2.38162,0.00169,1.42263,-1.02994,0.48404,0.42042,0.92205,2.09816,0.08582,-0.60977
729.82000,1.85977,1.50508,0.63986,1.13168,-1.25416,0.21343,-1.23021,-0.58902,-0.85353,-0.22791,0.41261,1.89964,-0.24018,1.17827,-1.32171,0.32510,0.23354,0.74547,1.99712,-0.09041,-0.74097
729.82400,1.38437,0.84321,-0.00349,1.58823,-1.70395,-0.21762,-1.58013,-0.80805,-0.85353,-0.27276,0.26553,1.52477,-0.48204,0.89319,-1.45139,0.19264,0.23354,0.61934,1.79505,-0.26663,-0.83937
729.82800,1.18062,0.54905,0.08842,1.04037,-1.77891,-0.27920,-1.75508,-0.90193,-0.82959,-0.31762,0.31455,1.20345,-0.56267,0.68957,-1.51622,0.13966,0.23354,0.59411,2.09816,-0.09041,-1.00338
729.83200,1.04479,0.40197,-0.00349,1.13168,-1.77891,-0.27920,-1.79007,-0.90193,-0.75775,-0.31762,0.46163,1.04279,-0.60298,0.60811,-1.48381,0.13966,0.15345,0.59411,2.40128,0.17394,-1.13458
729.83600,0.84105,0.18135,-0.73876,0.67514,-2.00381,-0.64867,-1.96503,-1.05838,-0.68591,-0.29519,0.02040,0.98924,-0.76422,0.44521,-1.48381,0.06019,0.07336,0.51844,2.09816,-0.09041,-1.20018
