FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
735.90000,-0.61899,-0.80709,-0.93110,-1.51380,-1.51110,1.34507,0.49854,1.32553,-0.22665,0.53652,-1.05357,-0.14281,-1.60824,1.42882,-0.84072,1.40602,-1.08217,0.66338,0.64726,1.52250,0.98564
735.90400,-0.87690,-0.68019,-1.07750,0.13882,-1.25813,1.20574,0.69430,1.39060,-0.09011,0.65902,-0.96060,-0.52534,-1.60824,1.21704,-0.73384,1.40602,-1.26790,0.84630,0.64726,1.42136,1.12862
735.90800,-1.39273,-1.18779,-1.80950,-0.35697,-2.01705,0.50905,0.49854,1.19541,0.04642,0.59777,-1.33245,-0.71660,-1.71331,0.79348,-0.73384,1.02464,-1.36076,0.11463,-0.18493,1.11794,1.27160
735.91200,-1.39273,-1.31469,-1.66310,-1.18328,-1.76408,0.64839,0.59642,1.26047,0.04642,0.53652,-1.89022,-1.29040,-1.81837,0.36991,-0.73384,1.02464,-1.17504,-0.25121,-0.18493,1.21908,1.31927
735.91600,-1.13481,-1.06089,-0.93110,-0.02644,-1.00515,1.20574,0.98794,1.52072,-0.02185,0.59777,-1.98318,-0.71660,-1.81837,0.58169,-0.84072,1.31068,-1.26790,0.29755,0.36986,1.62364,1.36693
735.92000,-1.13481,-1.06089,-1.07750,-0.35697,-1.00515,1.34507,1.28158,1.65085,0.11469,0.78151,-1.61134,-0.71660,-1.71331,0.79348,-0.73384,1.40602,-1.36076,0.48046,0.36986,1.72479,1.50991
735.92400,-1.65064,-1.44159,-1.95590,-0.85275,-1.25813,0.92706,1.18370,1.52072,0.25123,0.90400,-1.89022,-1.48166,-1.71331,0.58169,-0.62697,1.21533,-1.54649,-0.25121,-0.73973,1.42136,1.65290
735.92800,-1.77960,-1.56849,-2.39511,-0.85275,-1.25813,0.78772,1.08582,1.52072,0.31950,0.90400,-2.44799,-1.67293,-1.81837,0.79348,-0.73384,1.21533,-1.36076,-0.06829,-0.73973,1.32022,1.74822
735.93200,-1.52168,-1.44159,-1.51670,-0.52223,-0.75218,1.34507,1.57522,1.78097,0.31950,0.96525,-2.07614,-0.52534,-1.60824,1.21704,-0.41323,1.50137,-1.17504,0.48046,-0.18493,1.62364,1.74822
735.93600,-1.39273,-1.31469,-0.78470,-0.02644,-0.24623,1.62375,1.96674,1.97616,0.59257,1.14899,-1.14653,0.43098,-1.29303,2.06416,-0.09262,1.88275,-1.08217,1.21214,0.36986,1.82593,1.84354
735.94000,-2.03751,-1.82230,-1.51670,-1.01802,-0.75218,1.20574,1.77098,1.84603,0.72911,1.27149,-1.33245,-0.14281,-1.39810,2.06416,0.01425,1.78740,-0.98931,0.84630,-1.01712,1.42136,1.93886
735.94400,-1.90855,-1.82230,-1.66310,-1.67907,-1.00515,0.78772,1.77098,1.71591,0.79738,1.21024,-1.33245,-1.29040,-1.18797,1.64060,0.01425,1.69206,-0.98931,0.11463,-1.57192,1.21908,1.89120
735.94800,-1.26377,-1.44159,-1.22390,-2.34012,0.00675,1.20574,2.06462,1.91109,0.86565,1.08775,-0.77468,-0.71660,-0.76770,1.85238,0.44173,1.78740,-0.71072,0.84630,-0.73973,1.42136,1.84354
735.95200,-1.13481,-1.44159,-0.63830,-1.51380,0.51269,1.20574,2.35826,1.84603,0.86565,1.14899,-0.40283,-0.33407,-0.55756,1.85238,0.65547,1.69206,-0.71072,0.84630,-0.46233,1.42136,1.70056
735.95600,-1.39273,-1.56849,-1.07750,-0.35697,0.51269,0.36971,2.26038,1.52072,0.93392,1.02650,-0.86764,-1.29040,-0.55756,0.79348,0.65547,1.21533,-0.43213,-0.06829,-1.29452,0.91566,1.65290
735.96000,-1.65064,-1.94920,-1.37030,-2.00959,0.25972,-0.18764,1.77098,1.19541,0.86565,0.78151,-1.42541,-1.86419,-0.66263,0.15813,0.54860,0.73861,-0.33926,-0.43413,-2.12671,0.40996,1.46225
735.96400,-1.13481,-1.69540,-0.49190,-1.34854,0.76567,-0.18764,1.86886,1.06529,0.79738,0.59777,-0.96060,-1.86419,-0.34742,-0.05365,0.65547,0.64326,-0.43213,-0.43413,-1.57192,0.40996,1.17628
735.96800,-0.61899,-1.31469,0.24010,-1.01802,1.52459,-0.04830,1.96674,1.06529,0.79738,0.59777,-0.30987,-1.29040,-0.03222,0.15813,0.97608,0.64326,0.03219,0.29755,-0.73973,0.51110,0.93798
735.97200,-0.74795,-1.18779,-0.05270,-1.34854,1.27162,-0.32698,1.67310,0.80504,0.93392,0.72026,-0.40283,-1.09913,0.17791,-0.05365,1.08296,0.64326,0.31078,0.48046,-1.29452,0.00539,0.79499
735.97600,-0.87690,-1.18779,-0.49190,-1.67907,1.01864,-1.02367,1.08582,0.41466,1.00218,0.65902,-0.30987,-1.09913,0.38805,-0.47721,0.97608,0.45257,0.31078,0.11463,-1.84932,-0.50031,0.60435
735.98000,-0.36108,-0.93399,-0.19910,-1.34854,1.01864,-1.02367,0.89006,0.28454,0.79738,0.53652,0.15494,-0.33407,0.49312,-0.26543,0.86921,0.54792,0.40365,0.48046,-1.29452,-0.50031,0.22306
735.98400,0.41266,-0.17259,1.11850,-0.35697,1.52459,-0.60566,0.79218,0.21948,0.79738,0.53652,0.24790,0.23972,0.80832,0.36991,1.08296,0.73861,0.77510,1.02922,-0.18493,-0.39917,-0.15824
735.98800,0.41266,0.08122,0.97210,-0.52223,1.27162,-1.02367,0.30278,-0.10583,0.79738,0.59777,0.61974,0.04845,0.91339,0.36991,0.97608,0.54792,0.77510,1.02922,-0.18493,-0.80373,-0.30122
735.99200,0.02579,-0.04568,0.24010,-1.01802,0.51269,-1.72036,-0.38239,-0.43115,0.86565,0.65902,0.52678,0.23972,0.59819,0.15813,0.86921,0.35723,0.49651,0.66338,-1.01712,-1.41057,-0.49187
735.99600,0.54162,0.33502,0.82570,-1.34854,0.25972,-1.44168,-0.57815,-0.49621,1.00218,0.65902,0.80567,0.81351,0.70325,0.58169,0.97608,0.54792,0.40365,1.39506,-0.46233,-1.20829,-0.73017
736.00000,1.44431,1.09642,1.55770,-1.01802,0.51269,-0.88433,-0.48027,-0.36608,0.93392,0.78151,1.45640,1.38730,0.80832,1.64060,1.18983,0.92930,0.12506,2.30965,0.92466,-1.00601,-0.92082
736.00400,1.57327,1.35022,1.41130,0.96513,0.25972,-1.16301,-0.57815,-0.36608,1.20699,1.02650,1.17752,1.76983,0.80832,2.06416,1.18983,1.11999,0.77510,2.49256,0.92466,-1.10715,-0.92082
736.00800,1.31535,1.09642,0.53290,0.46935,-0.49920,-1.72036,-1.06755,-0.56127,1.13872,1.02650,0.61974,1.38730,0.59819,1.42882,0.65547,0.83395,1.14656,1.94381,0.09247,-1.41057,-0.87316
736.01200,1.18640,0.96952,0.67930,-0.19170,-0.49920,-1.99903,-0.96967,-0.62633,1.48006,1.08775,0.43382,1.00478,0.91339,1.00526,1.29670,0.73861,1.79660,1.02922,0.09247,-1.41057,-0.87316
736.01600,1.70222,1.22332,1.41130,0.79987,0.00675,-1.44168,-0.57815,-0.49621,1.27526,0.96525,0.99159,2.15236,1.12352,1.64060,1.29670,0.83395,2.16806,1.57797,1.20206,-0.90487,-0.82549
736.02000,1.70222,1.35022,1.41130,0.63461,0.00675,-1.30234,-0.28451,-0.43115,1.41180,1.08775,0.99159,2.34363,1.12352,1.21704,1.40357,0.73861,1.42515,1.57797,1.47945,-0.70259,-0.73017
736.02400,1.18640,1.35022,0.53290,0.30408,-0.24623,-1.85970,-0.38239,-0.69139,1.48006,1.02650,0.99159,0.81351,1.12352,0.36991,1.51044,0.45257,1.05369,1.21214,0.36986,-1.00601,-0.58719
736.02800,1.31535,1.47713,0.38650,0.30408,-0.75218,-1.85970,-0.77391,-0.88658,0.66084,0.53652,0.61974,1.38730,0.80832,0.36991,0.44173,0.07119,0.31078,1.39506,0.36986,-0.90487,-0.63485
736.03200,1.70222,1.60403,1.11850,0.79987,0.00675,-1.30234,-0.28451,-0.69139,0.86565,0.59777,0.80567,1.76983,1.01846,0.36991,0.97608,0.07119,0.77510,1.39506,1.20206,-0.39917,-0.63485
736.03600,1.70222,1.73093,1.26490,1.13039,0.25972,-0.88433,-0.08874,-0.62633,0.86565,0.53652,1.17752,1.57857,1.01846,0.36991,1.08296,-0.02415,0.49651,1.39506,1.75685,-0.19689,-0.53953
736.04000,1.31535,1.47713,0.67930,0.63461,0.00675,-1.16301,-0.08874,-0.75646,1.00218,0.59777,0.99159,1.38730,1.12352,-0.47721,1.08296,-0.31019,0.77510,0.29755,1.20206,-0.39917,-0.30122
736.04400,1.05744,1.22332,-0.05270,0.46935,-0.24623,-1.02367,-0.08874,-0.69139,1.07045,0.47528,1.17752,1.38730,1.01846,-0.90078,1.18983,-0.50088,0.77510,-0.25121,0.64726,-0.39917,-0.20590
736.04800,1.31535,1.35022,0.67930,0.30408,-0.24623,-0.32698,0.10702,-0.43115,0.93392,0.41403,1.36344,1.19604,1.01846,-0.26543,0.97608,-0.21484,0.58938,0.11463,1.75685,0.10653,-0.20590
736.05200,1.57327,1.60403,1.11850,0.46935,0.00675,0.36971,0.30278,-0.23596,0.93392,0.53652,0.71271,0.81351,0.91339,0.15813,1.08296,-0.11950,0.68224,0.29755,2.31165,0.51110,-0.11057
736.05600,0.79953,0.96952,0.24010,1.79144,-0.49920,-0.18764,0.00914,-0.36608,0.86565,0.53652,-0.21691,1.00478,0.49312,-0.47721,0.65547,-0.31019,0.21792,-0.61704,1.20206,0.30882,-0.01525
736.06000,0.28370,0.58882,-0.34550,1.13039,-1.25813,-0.32698,-0.28451,-0.43115,0.79738,0.41403,-0.21691,-0.14281,0.07285,-0.90078,0.33486,-0.50088,0.12506,-0.98288,0.36986,0.10653,0.08007
736.06400,0.67057,0.84262,-0.05270,1.13039,-0.75218,0.23037,-0.08874,-0.23596,0.66084,0.29154,0.34086,0.04845,-0.03222,-0.68900,0.33486,-0.40553,-0.06067,-0.79996,1.47945,0.51110,0.03241
