FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
738.40000,0.53748,0.09057,1.46356,0.09487,0.45935,-0.96485,-0.64593,-1.12335,-2.03206,-1.78147,0.02877,-0.91398,-0.96333,-1.25212,-1.64515,-1.23930,-1.15847,-0.78493,-0.37772,-0.94837,-1.15184
738.40400,0.79966,0.29183,1.72774,-0.08413,0.45935,-0.59729,-0.53398,-1.04846,-1.94728,-1.78147,0.40401,-0.67314,-0.59797,-1.02321,-1.41591,-1.19760,-0.98303,-0.73436,-0.00374,-0.56286,-1.02970
738.40800,0.01311,-0.11069,0.14266,-0.62114,0.45935,-1.14863,-0.64593,-1.12335,-1.82012,-1.74452,-0.34647,-1.03440,-0.59797,-1.09951,-1.33950,-1.28100,-0.92456,-0.83551,-1.12568,-1.71941,-0.78540
738.41200,0.01311,-0.11069,0.14266,-0.80014,-0.23664,-1.14863,-0.86982,-1.12335,-1.69296,-1.70757,-0.59664,-0.55272,-0.59797,-1.02321,-1.33950,-1.19760,-0.86608,-0.78493,-1.49967,-2.10493,-0.78540
738.41600,0.79966,0.49309,0.93520,0.09487,0.45935,-0.41351,-0.53398,-0.82379,-1.65057,-1.63366,0.90434,-0.07105,-0.47619,-0.79431,-1.18668,-0.98910,-0.69064,-0.53205,-0.37772,-0.94837,-1.15184
738.42000,1.06184,0.69435,1.72774,0.45288,0.80735,-0.04595,-0.31009,-0.52423,-1.52341,-1.48585,1.52974,0.04937,-0.11083,-0.41279,-0.88103,-0.73891,-0.39824,-0.32975,0.37024,-0.17734,-1.02970
738.42400,0.27529,0.29183,0.40684,-0.44214,0.11136,-0.41351,-0.53398,-0.59912,-1.31147,-1.37500,1.27958,-0.19147,0.13275,-0.48910,-0.72820,-0.69721,-0.10585,-0.43090,-0.75170,-1.71941,-0.78540
738.42800,0.01311,0.09057,0.14266,-0.62114,0.11136,-0.78107,-0.53398,-0.44934,-1.14192,-1.26414,0.90434,-0.07105,0.37632,-0.41279,-0.42256,-0.57211,0.36199,-0.43090,-1.49967,-2.10493,-0.54111
738.43200,0.53748,0.09057,0.93520,-0.80014,1.15534,-0.04595,0.02575,-0.07489,-0.97237,-1.11633,0.65417,0.16979,0.86347,-0.18389,0.11233,-0.28022,1.29765,-0.17803,-1.12568,-0.94837,-0.66326
738.43600,0.27529,0.29183,1.19938,-1.69515,1.85133,0.50540,0.47353,0.22467,-0.63327,-0.89462,1.27958,-0.31189,1.35061,-0.03128,0.57080,-0.03002,1.94092,0.02428,-0.37772,-0.56286,-0.41896
738.44000,-0.24907,-0.11069,0.93520,-0.44214,1.85133,-0.04595,0.69742,0.29956,-0.20939,-0.67290,1.40466,-0.19147,1.59419,0.04502,0.95286,0.05337,2.29180,0.07485,-1.12568,-0.94837,0.06962
738.44400,-1.03563,-0.71448,0.14266,-0.08413,1.15534,-0.41351,0.69742,0.29956,0.08732,-0.48814,1.02942,-0.19147,1.71597,0.12132,1.18209,0.22017,2.35028,0.22658,-2.24763,-1.71941,0.31392
738.44800,-0.24907,-0.11069,0.67102,-0.26313,1.85133,0.50540,1.14520,0.67401,0.25687,-0.34033,1.02942,0.16979,1.59419,0.57913,1.33491,0.55377,2.05788,0.88406,-1.12568,-0.56286,0.43606
738.45200,0.27529,0.49309,1.99192,0.98988,2.54732,1.24052,1.48104,0.97357,0.38403,-0.15557,0.90434,1.25356,1.71597,0.96064,1.33491,0.80396,1.76549,1.28866,-0.00374,0.59370,0.43606
738.45600,-0.24907,0.49309,0.40684,0.27387,1.85133,0.87296,1.48104,0.89868,0.51119,-0.00776,0.77925,1.13314,1.47240,1.18955,1.25850,0.92906,1.29765,1.54154,-0.75170,-0.56286,0.68036
738.46000,-0.24907,0.49309,-0.91407,0.09487,0.80735,0.50540,1.14520,0.74890,0.55358,0.06614,0.52909,1.25356,1.10704,1.34215,1.10568,0.97076,1.06374,1.59211,-1.49967,-1.33389,0.80250
738.46400,0.27529,0.69435,-0.12152,0.63188,0.80735,0.87296,1.03326,0.82379,0.55358,0.10310,1.02942,1.49440,1.10704,1.49476,1.02927,1.09585,0.94678,1.69327,-0.75170,-0.56286,0.55821
738.46800,1.06184,1.29814,0.93520,1.16889,1.50334,1.60808,1.36909,1.12335,0.59597,0.28786,1.65482,1.97608,1.10704,1.79997,1.02927,1.34605,0.82982,1.94614,0.74422,0.59370,0.43606
738.47200,0.79966,1.29814,0.40684,1.16889,1.15534,1.60808,1.25715,1.19824,0.72313,0.50957,1.02942,1.97608,0.98525,1.87627,0.95286,1.51285,0.88830,1.94614,0.37024,0.20818,0.43606
738.47600,-0.24907,0.89562,-0.91407,0.45288,0.11136,0.87296,0.69742,0.97357,0.76552,0.65738,0.15385,1.01272,0.49811,1.64736,0.72362,1.47115,0.82982,1.69327,-1.12568,-0.94837,0.43606
738.48000,0.53748,1.09688,-0.38570,0.63188,0.11136,1.05674,0.47353,1.04846,0.76552,0.73129,0.02877,1.37398,0.49811,1.72366,0.64721,1.51285,0.77134,1.64269,-0.37772,-0.56286,0.31392
738.48400,1.58621,1.70066,0.40684,0.45288,0.80735,1.79186,0.69742,1.27313,0.80791,0.91605,0.27893,1.97608,0.61989,1.87627,0.64721,1.67964,1.00526,1.79442,0.74422,0.97921,-0.05252
738.48800,1.32403,1.70066,0.40684,0.09487,0.45935,1.97564,0.58547,1.27313,0.85029,1.06386,0.27893,1.85566,0.37632,1.87627,0.64721,1.72134,0.88830,1.74384,0.74422,0.59370,-0.05252
738.49200,0.27529,1.29814,0.14266,1.52689,-0.23664,0.87296,0.02575,0.97357,0.89268,1.10081,0.27893,1.49440,0.25453,1.57106,0.41797,1.51285,0.77134,1.44039,-0.37772,-0.56286,0.06962
