Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-1.460801e+08,2.422163e+08,-3.994736e+08,-1.056033e+08,-5.860612e+08,-2.220663e+08,-4.056653e+08,-2.617284e+07,-1.091806e+08,-7.263702e+08,1.779024e+08,-7.347058e+07,-3874132,2.524113e+08,-4.734628e+07,-4.576902e+07,2.597623e+08,7.983894e+08,2.164384e+08
-1.368978e+08,-1.877382e+08,7.467662e+07,1.151453e+08,3.983718e+08,3.823929e+08,-3.833353e+07,-1.307202e+08,-2.146804e+08,9.524101e+08,-1.239352e+08,1.12691e+08,-5.654644e+07,4.637068e+07,4.522278e+07,9.296748e+07,2443365,1.056919e+08,-1.172541e+08
2.03449e+08,2.140518e+08,1.633436e+08,6.683325e+07,-2.882286e+08,-1.078282e+08,-3.462013e+08,-1.731052e+08,-1.323289e+08,-1.062946e+09,5.026069e+08,-1.608133e+08,2.855568e+08,-7.315459e+07,-6.995755e+07,-1.41459e+08,2.272e+08,5894799,-2.42943e+08
2.628344e+08,-2.521202e+07,3.422233e+08,5.150744e+07,2.686536e+08,1.771027e+08,1.710831e+08,-1.87134e+08,-1.051797e+08,4.177993e+08,-1.245435e+08,-1.197668e+08,-1.033525e+08,-1.842021e+08,7.331705e+07,-7.194947e+07,-1.157961e+08,-1.322171e+08,-1.125342e+08
-1.286158e+08,2.470146e+08,-3.05456e+07,5.019606e+07,-4.809808e+07,5.681141e+07,-2.549619e+08,-1.593803e+07,-1.448275e+08,1.332458e+08,1.330794e+08,7.742797e+07,4.326347e+07,-2.439097e+07,-1.244541e+07,-3.301066e+07,1.421297e+08,5.784861e+07,-2.657741e+07
3.983138e+08,3.334287e+08,2.687054e+08,1.964936e+07,-2.296349e+08,-1.841207e+08,1779850,-1.640503e+08,1.733251e+08,-7.807629e+08,2.558476e+08,-1.726978e+08,7.336689e+07,-2.843374e+08,-1.185616e+08,-3.285064e+08,5.13869e+07,-2.146118e+08,-1.768116e+08
1.12371e+08,4.13858e+07,9.215885e+07,8.11474e+07,2.974634e+08,2.490241e+08,1.160904e+08,-1.401104e+08,1.759221e+07,1.127534e+09,-2.090674e+08,1.315799e+08,-1.541197e+08,-1.886229e+08,1.041645e+08,-1.120878e+08,-6.340358e+07,-5.013532e+07,-5.806595e+07
1.720286e+08,3.846495e+08,-4.020119e+07,5.467317e+07,-4.430816e+08,-2.104718e+08,-2.740141e+08,-8.219719e+07,9.649479e+07,-8.183889e+08,3.601088e+08,-2.359871e+07,2.003737e+08,-1.281255e+08,-930559.1,-2.203114e+08,1.928265e+08,-7.384029e+07,-1.030945e+08
2.711363e+08,1.22304e+08,1.175641e+08,6.789864e+07,-1.783599e+07,6.480167e+07,2.621458e+08,-1.26531e+08,2.046318e+08,3.204818e+08,-1.702663e+08,-6.445618e+07,-1.310797e+08,-2.669959e+08,1.516993e+08,-1.696587e+08,-1.736134e+08,-2.42845e+08,-3.250244e+07
-1.583782e+08,1.713043e+08,-2.917271e+08,2.198693e+07,-1.022351e+08,1.289718e+08,-1.467786e+08,8.581586e+07,-6.141088e+07,5.509007e+08,-3.821128e+07,1.368154e+08,-8.226261e+07,3.057564e+07,1.748253e+08,1.05503e+08,2.028456e+07,4.06804e+07,1.22059e+08
